algoritmo,metrica,entorno,resolucion_deg,repeticion,segmento,inicio_q,meta_q,exito,tiempo_planificacion_s,longitud_geometrica_rad,longitud_continua_rad,longitud_cartesiana_m,duracion_trayectoria_s,jerk_acumulado,manipulabilidad_min,manipulabilidad_mean,camino_grados
astar,L1,E0,8.0,2,W2->W3,"[0.0, 90.0, 40.0]","[90.0, 120.0, 110.0]",1,0.01597,3.351,3.412,0.6586,9.6,3680.25,0.00102,0.00263,"[[0.0, 88.0, 40.0], [0.0, 96.0, 40.0], [0.0, 104.0, 40.0], [8.0, 104.0, 40.0], [16.0, 104.0, 40.0], [24.0, 104.0, 40.0], [24.0, 112.0, 40.0], [32.0, 112.0, 40.0], [40.0, 112.0, 40.0], [48.0, 112.0, 40.0], [56.0, 112.0, 40.0], [56.0, 112.0, 48.0], [56.0, 112.0, 56.0], [56.0, 112.0, 64.0], [56.0, 112.0, 72.0], [56.0, 112.0, 80.0], [56.0, 112.0, 88.0], [56.0, 112.0, 96.0], [56.0, 112.0, 104.0], [56.0, 120.0, 104.0], [56.0, 120.0, 112.0], [64.0, 120.0, 112.0], [72.0, 120.0, 112.0], [80.0, 120.0, 112.0], [88.0, 120.0, 112.0]]"
astar,L1,E0,8.0,2,W3->W4,"[90.0, 120.0, 110.0]","[180.0, 150.0, 90.0]",1,0.0046,2.5133,2.5482,0.3341,7.2,2471.68,0.00265,0.00301,"[[88.0, 120.0, 112.0], [88.0, 128.0, 112.0], [88.0, 136.0, 112.0], [88.0, 144.0, 112.0], [88.0, 144.0, 104.0], [88.0, 152.0, 104.0], [96.0, 152.0, 104.0], [104.0, 152.0, 104.0], [112.0, 152.0, 104.0], [120.0, 152.0, 104.0], [128.0, 152.0, 104.0], [136.0, 152.0, 104.0], [144.0, 152.0, 104.0], [152.0, 152.0, 104.0], [160.0, 152.0, 104.0], [168.0, 152.0, 104.0], [176.0, 152.0, 104.0], [176.0, 152.0, 96.0], [176.0, 152.0, 88.0]]"
astar,L1,E0,8.0,3,W0->W1,"[180.0, 150.0, 90.0]","[-90.0, 170.0, 110.0]",1,0.00691,2.3736,2.391,0.2158,6.8,1387.92,0.00202,0.00228,"[[176.0, 152.0, 88.0], [176.0, 152.0, 96.0], [176.0, 152.0, 104.0], [176.0, 152.0, 112.0], [176.0, 160.0, 112.0], [176.0, 168.0, 112.0], [184.0, 168.0, 112.0], [192.0, 168.0, 112.0], [200.0, 168.0, 112.0], [208.0, 168.0, 112.0], [216.0, 168.0, 112.0], [224.0, 168.0, 112.0], [232.0, 168.0, 112.0], [240.0, 168.0, 112.0], [248.0, 168.0, 112.0], [256.0, 168.0, 112.0], [264.0, 168.0, 112.0], [272.0, 168.0, 112.0]]"
astar,L1,E0,8.0,3,W1->W2,"[-90.0, 170.0, 110.0]","[0.0, 90.0, 40.0]",1,0.02635,4.1888,4.2147,0.8733,12.0,1700.99,0.00099,0.00218,"[[272.0, 168.0, 112.0], [272.0, 160.0, 112.0], [272.0, 152.0, 112.0], [272.0, 144.0, 112.0], [272.0, 136.0, 112.0], [272.0, 128.0, 112.0], [272.0, 120.0, 112.0], [272.0, 120.0, 104.0], [272.0, 120.0, 96.0], [272.0, 120.0, 88.0], [272.0, 120.0, 80.0], [272.0, 120.0, 72.0], [272.0, 120.0, 64.0], [272.0, 120.0, 56.0], [272.0, 120.0, 48.0], [272.0, 120.0, 40.0], [272.0, 112.0, 40.0], [272.0, 104.0, 40.0], [272.0, 96.0, 40.0], [272.0, 88.0, 40.0], [280.0, 88.0, 40.0], [288.0, 88.0, 40.0], [296.0, 88.0, 40.0], [304.0, 88.0, 40.0], [312.0, 88.0, 40.0], [320.0, 88.0, 40.0], [328.0, 88.0, 40.0], [336.0, 88.0, 40.0], [344.0, 88.0, 40.0], [352.0, 88.0, 40.0], [0.0, 88.0, 40.0]]"
astar,L1,E0,8.0,3,W2->W3,"[0.0, 90.0, 40.0]","[90.0, 120.0, 110.0]",1,0.01496,3.351,3.412,0.6586,9.6,3680.25,0.00102,0.00263,"[[0.0, 88.0, 40.0], [0.0, 96.0, 40.0], [0.0, 104.0, 40.0], [8.0, 104.0, 40.0], [16.0, 104.0, 40.0], [24.0, 104.0, 40.0], [24.0, 112.0, 40.0], [32.0, 112.0, 40.0], [40.0, 112.0, 40.0], [48.0, 112.0, 40.0], [56.0, 112.0, 40.0], [56.0, 112.0, 48.0], [56.0, 112.0, 56.0], [56.0, 112.0, 64.0], [56.0, 112.0, 72.0], [56.0, 112.0, 80.0], [56.0, 112.0, 88.0], [56.0, 112.0, 96.0], [56.0, 112.0, 104.0], [56.0, 120.0, 104.0], [56.0, 120.0, 112.0], [64.0, 120.0, 112.0], [72.0, 120.0, 112.0], [80.0, 120.0, 112.0], [88.0, 120.0, 112.0]]"
astar,L1,E0,8.0,3,W3->W4,"[90.0, 120.0, 110.0]","[180.0, 150.0, 90.0]",1,0.00689,2.5133,2.5482,0.3341,7.2,2471.68,0.00265,0.00301,"[[88.0, 120.0, 112.0], [88.0, 128.0, 112.0], [88.0, 136.0, 112.0], [88.0, 144.0, 112.0], [88.0, 144.0, 104.0], [88.0, 152.0, 104.0], [96.0, 152.0, 104.0], [104.0, 152.0, 104.0], [112.0, 152.0, 104.0], [120.0, 152.0, 104.0], [128.0, 152.0, 104.0], [136.0, 152.0, 104.0], [144.0, 152.0, 104.0], [152.0, 152.0, 104.0], [160.0, 152.0, 104.0], [168.0, 152.0, 104.0], [176.0, 152.0, 104.0], [176.0, 152.0, 96.0], [176.0, 152.0, 88.0]]"
astar,L1,E0,8.0,4,W0->W1,"[180.0, 150.0, 90.0]","[-90.0, 170.0, 110.0]",1,0.00695,2.3736,2.391,0.2158,6.8,1387.92,0.00202,0.00228,"[[176.0, 152.0, 88.0], [176.0, 152.0, 96.0], [176.0, 152.0, 104.0], [176.0, 152.0, 112.0], [176.0, 160.0, 112.0], [176.0, 168.0, 112.0], [184.0, 168.0, 112.0], [192.0, 168.0, 112.0], [200.0, 168.0, 112.0], [208.0, 168.0, 112.0], [216.0, 168.0, 112.0], [224.0, 168.0, 112.0], [232.0, 168.0, 112.0], [240.0, 168.0, 112.0], [248.0, 168.0, 112.0], [256.0, 168.0, 112.0], [264.0, 168.0, 112.0], [272.0, 168.0, 112.0]]"
astar,L1,E0,8.0,4,W1->W2,"[-90.0, 170.0, 110.0]","[0.0, 90.0, 40.0]",1,0.0284,4.1888,4.2147,0.8733,12.0,1700.99,0.00099,0.00218,"[[272.0, 168.0, 112.0], [272.0, 160.0, 112.0], [272.0, 152.0, 112.0], [272.0, 144.0, 112.0], [272.0, 136.0, 112.0], [272.0, 128.0, 112.0], [272.0, 120.0, 112.0], [272.0, 120.0, 104.0], [272.0, 120.0, 96.0], [272.0, 120.0, 88.0], [272.0, 120.0, 80.0], [272.0, 120.0, 72.0], [272.0, 120.0, 64.0], [272.0, 120.0, 56.0], [272.0, 120.0, 48.0], [272.0, 120.0, 40.0], [272.0, 112.0, 40.0], [272.0, 104.0, 40.0], [272.0, 96.0, 40.0], [272.0, 88.0, 40.0], [280.0, 88.0, 40.0], [288.0, 88.0, 40.0], [296.0, 88.0, 40.0], [304.0, 88.0, 40.0], [312.0, 88.0, 40.0], [320.0, 88.0, 40.0], [328.0, 88.0, 40.0], [336.0, 88.0, 40.0], [344.0, 88.0, 40.0], [352.0, 88.0, 40.0], [0.0, 88.0, 40.0]]"
astar,L1,E0,8.0,4,W2->W3,"[0.0, 90.0, 40.0]","[90.0, 120.0, 110.0]",1,0.01682,3.351,3.412,0.6586,9.6,3680.25,0.00102,0.00263,"[[0.0, 88.0, 40.0], [0.0, 96.0, 40.0], [0.0, 104.0, 40.0], [8.0, 104.0, 40.0], [16.0, 104.0, 40.0], [24.0, 104.0, 40.0], [24.0, 112.0, 40.0], [32.0, 112.0, 40.0], [40.0, 112.0, 40.0], [48.0, 112.0, 40.0], [56.0, 112.0, 40.0], [56.0, 112.0, 48.0], [56.0, 112.0, 56.0], [56.0, 112.0, 64.0], [56.0, 112.0, 72.0], [56.0, 112.0, 80.0], [56.0, 112.0, 88.0], [56.0, 112.0, 96.0], [56.0, 112.0, 104.0], [56.0, 120.0, 104.0], [56.0, 120.0, 112.0], [64.0, 120.0, 112.0], [72.0, 120.0, 112.0], [80.0, 120.0, 112.0], [88.0, 120.0, 112.0]]"
astar,L1,E0,8.0,4,W3->W4,"[90.0, 120.0, 110.0]","[180.0, 150.0, 90.0]",1,0.00504,2.5133,2.5482,0.3341,7.2,2471.68,0.00265,0.00301,"[[88.0, 120.0, 112.0], [88.0, 128.0, 112.0], [88.0, 136.0, 112.0], [88.0, 144.0, 112.0], [88.0, 144.0, 104.0], [88.0, 152.0, 104.0], [96.0, 152.0, 104.0], [104.0, 152.0, 104.0], [112.0, 152.0, 104.0], [120.0, 152.0, 104.0], [128.0, 152.0, 104.0], [136.0, 152.0, 104.0], [144.0, 152.0, 104.0], [152.0, 152.0, 104.0], [160.0, 152.0, 104.0], [168.0, 152.0, 104.0], [176.0, 152.0, 104.0], [176.0, 152.0, 96.0], [176.0, 152.0, 88.0]]"
astar,L1,E0,8.0,5,W0->W1,"[180.0, 150.0, 90.0]","[-90.0, 170.0, 110.0]",1,0.00591,2.3736,2.391,0.2158,6.8,1387.92,0.00202,0.00228,"[[176.0, 152.0, 88.0], [176.0, 152.0, 96.0], [176.0, 152.0, 104.0], [176.0, 152.0, 112.0], [176.0, 160.0, 112.0], [176.0, 168.0, 112.0], [184.0, 168.0, 112.0], [192.0, 168.0, 112.0], [200.0, 168.0, 112.0], [208.0, 168.0, 112.0], [216.0, 168.0, 112.0], [224.0, 168.0, 112.0], [232.0, 168.0, 112.0], [240.0, 168.0, 112.0], [248.0, 168.0, 112.0], [256.0, 168.0, 112.0], [264.0, 168.0, 112.0], [272.0, 168.0, 112.0]]"
astar,L1,E0,8.0,5,W1->W2,"[-90.0, 170.0, 110.0]","[0.0, 90.0, 40.0]",1,0.02754,4.1888,4.2147,0.8733,12.0,1700.99,0.00099,0.00218,"[[272.0, 168.0, 112.0], [272.0, 160.0, 112.0], [272.0, 152.0, 112.0], [272.0, 144.0, 112.0], [272.0, 136.0, 112.0], [272.0, 128.0, 112.0], [272.0, 120.0, 112.0], [272.0, 120.0, 104.0], [272.0, 120.0, 96.0], [272.0, 120.0, 88.0], [272.0, 120.0, 80.0], [272.0, 120.0, 72.0], [272.0, 120.0, 64.0], [272.0, 120.0, 56.0], [272.0, 120.0, 48.0], [272.0, 120.0, 40.0], [272.0, 112.0, 40.0], [272.0, 104.0, 40.0], [272.0, 96.0, 40.0], [272.0, 88.0, 40.0], [280.0, 88.0, 40.0], [288.0, 88.0, 40.0], [296.0, 88.0, 40.0], [304.0, 88.0, 40.0], [312.0, 88.0, 40.0], [320.0, 88.0, 40.0], [328.0, 88.0, 40.0], [336.0, 88.0, 40.0], [344.0, 88.0, 40.0], [352.0, 88.0, 40.0], [0.0, 88.0, 40.0]]"
astar,L1,E0,8.0,5,W2->W3,"[0.0, 90.0, 40.0]","[90.0, 120.0, 110.0]",1,0.01527,3.351,3.412,0.6586,9.6,3680.25,0.00102,0.00263,"[[0.0, 88.0, 40.0], [0.0, 96.0, 40.0], [0.0, 104.0, 40.0], [8.0, 104.0, 40.0], [16.0, 104.0, 40.0], [24.0, 104.0, 40.0], [24.0, 112.0, 40.0], [32.0, 112.0, 40.0], [40.0, 112.0, 40.0], [48.0, 112.0, 40.0], [56.0, 112.0, 40.0], [56.0, 112.0, 48.0], [56.0, 112.0, 56.0], [56.0, 112.0, 64.0], [56.0, 112.0, 72.0], [56.0, 112.0, 80.0], [56.0, 112.0, 88.0], [56.0, 112.0, 96.0], [56.0, 112.0, 104.0], [56.0, 120.0, 104.0], [56.0, 120.0, 112.0], [64.0, 120.0, 112.0], [72.0, 120.0, 112.0], [80.0, 120.0, 112.0], [88.0, 120.0, 112.0]]"
astar,L1,E0,8.0,5,W3->W4,"[90.0, 120.0, 110.0]","[180.0, 150.0, 90.0]",1,0.00469,2.5133,2.5482,0.3341,7.2,2471.68,0.00265,0.00301,"[[88.0, 120.0, 112.0], [88.0, 128.0, 112.0], [88.0, 136.0, 112.0], [88.0, 144.0, 112.0], [88.0, 144.0, 104.0], [88.0, 152.0, 104.0], [96.0, 152.0, 104.0], [104.0, 152.0, 104.0], [112.0, 152.0, 104.0], [120.0, 152.0, 104.0], [128.0, 152.0, 104.0], [136.0, 152.0, 104.0], [144.0, 152.0, 104.0], [152.0, 152.0, 104.0], [160.0, 152.0, 104.0], [168.0, 152.0, 104.0], [176.0, 152.0, 104.0], [176.0, 152.0, 96.0], [176.0, 152.0, 88.0]]"
astar,L1,E0,10.0,1,W0->W1,"[180.0, 150.0, 90.0]","[-90.0, 170.0, 110.0]",1,0.02619,2.2689,2.3025,0.2453,5.2,3554.33,0.00209,0.00276,"[[180.0, 150.0, 90.0], [180.0, 150.0, 100.0], [180.0, 160.0, 100.0], [180.0, 170.0, 100.0], [190.0, 170.0, 100.0], [200.0, 170.0, 100.0], [210.0, 170.0, 100.0], [220.0, 170.0, 100.0], [230.0, 170.0, 100.0], [240.0, 170.0, 100.0], [250.0, 170.0, 100.0], [260.0, 170.0, 100.0], [270.0, 170.0, 100.0], [270.0, 170.0, 110.0]]"
astar,L1,E0,10.0,1,W1->W2,"[-90.0, 170.0, 110.0]","[0.0, 90.0, 40.0]",1,0.0042,4.1888,4.2546,0.88,9.6,4655.4,0.00109,0.00229,"[[270.0, 170.0, 110.0], [270.0, 160.0, 110.0], [270.0, 150.0, 110.0], [270.0, 140.0, 110.0], [270.0, 130.0, 110.0], [270.0, 120.0, 110.0], [270.0, 110.0, 110.0], [270.0, 110.0, 100.0], [270.0, 110.0, 90.0], [270.0, 110.0, 80.0], [270.0, 110.0, 70.0], [270.0, 110.0, 60.0], [280.0, 110.0, 60.0], [280.0, 110.0, 50.0], [280.0, 110.0, 40.0], [290.0, 110.0, 40.0], [290.0, 100.0, 40.0], [290.0, 90.0, 40.0], [300.0, 90.0, 40.0], [310.0, 90.0, 40.0], [320.0, 90.0, 40.0], [330.0, 90.0, 40.0], [340.0, 90.0, 40.0], [350.0, 90.0, 40.0], [0.0, 90.0, 40.0]]"
astar,L1,E0,10.0,1,W2->W3,"[0.0, 90.0, 40.0]","[90.0, 120.0, 110.0]",1,0.00529,3.3161,3.3705,0.6351,7.6,4396.25,0.00109,0.00269,"[[0.0, 90.0, 40.0], [10.0, 90.0, 40.0], [20.0, 90.0, 40.0], [30.0, 90.0, 40.0], [30.0, 100.0, 40.0], [30.0, 110.0, 40.0], [30.0, 120.0, 40.0], [30.0, 120.0, 50.0], [40.0, 120.0, 50.0], [40.0, 120.0, 60.0], [40.0, 120.0, 70.0], [40.0, 120.0, 80.0], [40.0, 120.0, 90.0], [40.0, 120.0, 100.0], [40.0, 120.0, 110.0], [50.0, 120.0, 110.0], [60.0, 120.0, 110.0], [70.0, 120.0, 110.0], [80.0, 120.0, 110.0], [90.0, 120.0, 110.0]]"
astar,L1,E0,10.0,1,W3->W4,"[90.0, 120.0, 110.0]","[180.0, 150.0, 90.0]",1,0.00536,2.4435,2.4651,0.3759,5.6,2125.73,0.00295,0.00371,"[[90.0, 120.0, 110.0], [90.0, 120.0, 100.0], [90.0, 120.0, 90.0], [90.0, 130.0, 90.0], [90.0, 140.0, 90.0], [90.0, 150.0, 90.0], [100.0, 150.0, 90.0], [110.0, 150.0, 90.0], [120.0, 150.0, 90.0], [130.0, 150.0, 90.0], [140.0, 150.0, 90.0], [150.0, 150.0, 90.0], [160.0, 150.0, 90.0], [170.0, 150.0, 90.0], [180.0, 150.0, 90.0]]"
astar,L1,E0,10.0,2,W0->W1,"[180.0, 150.0, 90.0]","[-90.0, 170.0, 110.0]",1,0.00365,2.2689,2.3025,0.2453,5.2,3554.33,0.00209,0.00276,"[[180.0, 150.0, 90.0], [180.0, 150.0, 100.0], [180.0, 160.0, 100.0], [180.0, 170.0, 100.0], [190.0, 170.0, 100.0], [200.0, 170.0, 100.0], [210.0, 170.0, 100.0], [220.0, 170.0, 100.0], [230.0, 170.0, 100.0], [240.0, 170.0, 100.0], [250.0, 170.0, 100.0], [260.0, 170.0, 100.0], [270.0, 170.0, 100.0], [270.0, 170.0, 110.0]]"
astar,L1,E0,10.0,2,W1->W2,"[-90.0, 170.0, 110.0]","[0.0, 90.0, 40.0]",1,0.00376,4.1888,4.2546,0.88,9.6,4655.4,0.00109,0.00229,"[[270.0, 170.0, 110.0], [270.0, 160.0, 110.0], [270.0, 150.0, 110.0], [270.0, 140.0, 110.0], [270.0, 130.0, 110.0], [270.0, 120.0, 110.0], [270.0, 110.0, 110.0], [270.0, 110.0, 100.0], [270.0, 110.0, 90.0], [270.0, 110.0, 80.0], [270.0, 110.0, 70.0], [270.0, 110.0, 60.0], [280.0, 110.0, 60.0], [280.0, 110.0, 50.0], [280.0, 110.0, 40.0], [290.0, 110.0, 40.0], [290.0, 100.0, 40.0], [290.0, 90.0, 40.0], [300.0, 90.0, 40.0], [310.0, 90.0, 40.0], [320.0, 90.0, 40.0], [330.0, 90.0, 40.0], [340.0, 90.0, 40.0], [350.0, 90.0, 40.0], [0.0, 90.0, 40.0]]"
astar,L1,E0,10.0,2,W2->W3,"[0.0, 90.0, 40.0]","[90.0, 120.0, 110.0]",1,0.00425,3.3161,3.3705,0.6351,7.6,4396.25,0.00109,0.00269,"[[0.0, 90.0, 40.0], [10.0, 90.0, 40.0], [20.0, 90.0, 40.0], [30.0, 90.0, 40.0], [30.0, 100.0, 40.0], [30.0, 110.0, 40.0], [30.0, 120.0, 40.0], [30.0, 120.0, 50.0], [40.0, 120.0, 50.0], [40.0, 120.0, 60.0], [40.0, 120.0, 70.0], [40.0, 120.0, 80.0], [40.0, 120.0, 90.0], [40.0, 120.0, 100.0], [40.0, 120.0, 110.0], [50.0, 120.0, 110.0], [60.0, 120.0, 110.0], [70.0, 120.0, 110.0], [80.0, 120.0, 110.0], [90.0, 120.0, 110.0]]"
astar,L1,E0,10.0,2,W3->W4,"[90.0, 120.0, 110.0]","[180.0, 150.0, 90.0]",1,0.00397,2.4435,2.4651,0.3759,5.6,2125.73,0.00295,0.00371,"[[90.0, 120.0, 110.0], [90.0, 120.0, 100.0], [90.0, 120.0, 90.0], [90.0, 130.0, 90.0], [90.0, 140.0, 90.0], [90.0, 150.0, 90.0], [100.0, 150.0, 90.0], [110.0, 150.0, 90.0], [120.0, 150.0, 90.0], [130.0, 150.0, 90.0], [140.0, 150.0, 90.0], [150.0, 150.0, 90.0], [160.0, 150.0, 90.0], [170.0, 150.0, 90.0], [180.0, 150.0, 90.0]]"
astar,L1,E0,10.0,3,W0->W1,"[180.0, 150.0, 90.0]","[-90.0, 170.0, 110.0]",1,0.00327,2.2689,2.3025,0.2453,5.2,3554.33,0.00209,0.00276,"[[180.0, 150.0, 90.0], [180.0, 150.0, 100.0], [180.0, 160.0, 100.0], [180.0, 170.0, 100.0], [190.0, 170.0, 100.0], [200.0, 170.0, 100.0], [210.0, 170.0, 100.0], [220.0, 170.0, 100.0], [230.0, 170.0, 100.0], [240.0, 170.0, 100.0], [250.0, 170.0, 100.0], [260.0, 170.0, 100.0], [270.0, 170.0, 100.0], [270.0, 170.0, 110.0]]"
astar,L1,E0,10.0,3,W1->W2,"[-90.0, 170.0, 110.0]","[0.0, 90.0, 40.0]",1,0.0036,4.1888,4.2546,0.88,9.6,4655.4,0.00109,0.00229,"[[270.0, 170.0, 110.0], [270.0, 160.0, 110.0], [270.0, 150.0, 110.0], [270.0, 140.0, 110.0], [270.0, 130.0, 110.0], [270.0, 120.0, 110.0], [270.0, 110.0, 110.0], [270.0, 110.0, 100.0], [270.0, 110.0, 90.0], [270.0, 110.0, 80.0], [270.0, 110.0, 70.0], [270.0, 110.0, 60.0], [280.0, 110.0, 60.0], [280.0, 110.0, 50.0], [280.0, 110.0, 40.0], [290.0, 110.0, 40.0], [290.0, 100.0, 40.0], [290.0, 90.0, 40.0], [300.0, 90.0, 40.0], [310.0, 90.0, 40.0], [320.0, 90.0, 40.0], [330.0, 90.0, 40.0], [340.0, 90.0, 40.0], [350.0, 90.0, 40.0], [0.0, 90.0, 40.0]]"
astar,L1,E0,10.0,3,W2->W3,"[0.0, 90.0, 40.0]","[90.0, 120.0, 110.0]",1,0.00476,3.3161,3.3705,0.6351,7.6,4396.25,0.00109,0.00269,"[[0.0, 90.0, 40.0], [10.0, 90.0, 40.0], [20.0, 90.0, 40.0], [30.0, 90.0, 40.0], [30.0, 100.0, 40.0], [30.0, 110.0, 40.0], [30.0, 120.0, 40.0], [30.0, 120.0, 50.0], [40.0, 120.0, 50.0], [40.0, 120.0, 60.0], [40.0, 120.0, 70.0], [40.0, 120.0, 80.0], [40.0, 120.0, 90.0], [40.0, 120.0, 100.0], [40.0, 120.0, 110.0], [50.0, 120.0, 110.0], [60.0, 120.0, 110.0], [70.0, 120.0, 110.0], [80.0, 120.0, 110.0], [90.0, 120.0, 110.0]]"
astar,L1,E0,10.0,3,W3->W4,"[90.0, 120.0, 110.0]","[180.0, 150.0, 90.0]",1,0.00404,2.4435,2.4651,0.3759,5.6,2125.73,0.00295,0.00371,"[[90.0, 120.0, 110.0], [90.0, 120.0, 100.0], [90.0, 120.0, 90.0], [90.0, 130.0, 90.0], [90.0, 140.0, 90.0], [90.0, 150.0, 90.0], [100.0, 150.0, 90.0], [110.0, 150.0, 90.0], [120.0, 150.0, 90.0], [130.0, 150.0, 90.0], [140.0, 150.0, 90.0], [150.0, 150.0, 90.0], [160.0, 150.0, 90.0], [170.0, 150.0, 90.0], [180.0, 150.0, 90.0]]"
astar,L1,E0,10.0,4,W0->W1,"[180.0, 150.0, 90.0]","[-90.0, 170.0, 110.0]",1,0.00296,2.2689,2.3025,0.2453,5.2,3554.33,0.00209,0.00276,"[[180.0, 150.0, 90.0], [180.0, 150.0, 100.0], [180.0, 160.0, 100.0], [180.0, 170.0, 100.0], [190.0, 170.0, 100.0], [200.0, 170.0, 100.0], [210.0, 170.0, 100.0], [220.0, 170.0, 100.0], [230.0, 170.0, 100.0], [240.0, 170.0, 100.0], [250.0, 170.0, 100.0], [260.0, 170.0, 100.0], [270.0, 170.0, 100.0], [270.0, 170.0, 110.0]]"
astar,L1,E0,10.0,4,W1->W2,"[-90.0, 170.0, 110.0]","[0.0, 90.0, 40.0]",1,0.00505,4.1888,4.2546,0.88,9.6,4655.4,0.00109,0.00229,"[[270.0, 170.0, 110.0], [270.0, 160.0, 110.0], [270.0, 150.0, 110.0], [270.0, 140.0, 110.0], [270.0, 130.0, 110.0], [270.0, 120.0, 110.0], [270.0, 110.0, 110.0], [270.0, 110.0, 100.0], [270.0, 110.0, 90.0], [270.0, 110.0, 80.0], [270.0, 110.0, 70.0], [270.0, 110.0, 60.0], [280.0, 110.0, 60.0], [280.0, 110.0, 50.0], [280.0, 110.0, 40.0], [290.0, 110.0, 40.0], [290.0, 100.0, 40.0], [290.0, 90.0, 40.0], [300.0, 90.0, 40.0], [310.0, 90.0, 40.0], [320.0, 90.0, 40.0], [330.0, 90.0, 40.0], [340.0, 90.0, 40.0], [350.0, 90.0, 40.0], [0.0, 90.0, 40.0]]"
astar,L1,E0,10.0,4,W2->W3,"[0.0, 90.0, 40.0]","[90.0, 120.0, 110.0]",1,0.00412,3.3161,3.3705,0.6351,7.6,4396.25,0.00109,0.00269,"[[0.0, 90.0, 40.0], [10.0, 90.0, 40.0], [20.0, 90.0, 40.0], [30.0, 90.0, 40.0], [30.0, 100.0, 40.0], [30.0, 110.0, 40.0], [30.0, 120.0, 40.0], [30.0, 120.0, 50.0], [40.0, 120.0, 50.0], [40.0, 120.0, 60.0], [40.0, 120.0, 70.0], [40.0, 120.0, 80.0], [40.0, 120.0, 90.0], [40.0, 120.0, 100.0], [40.0, 120.0, 110.0], [50.0, 120.0, 110.0], [60.0, 120.0, 110.0], [70.0, 120.0, 110.0], [80.0, 120.0, 110.0], [90.0, 120.0, 110.0]]"
astar,L1,E0,10.0,4,W3->W4,"[90.0, 120.0, 110.0]","[180.0, 150.0, 90.0]",1,0.00422,2.4435,2.4651,0.3759,5.6,2125.73,0.00295,0.00371,"[[90.0, 120.0, 110.0], [90.0, 120.0, 100.0], [90.0, 120.0, 90.0], [90.0, 130.0, 90.0], [90.0, 140.0, 90.0], [90.0, 150.0, 90.0], [100.0, 150.0, 90.0], [110.0, 150.0, 90.0], [120.0, 150.0, 90.0], [130.0, 150.0, 90.0], [140.0, 150.0, 90.0], [150.0, 150.0, 90.0], [160.0, 150.0, 90.0], [170.0, 150.0, 90.0], [180.0, 150.0, 90.0]]"
astar,L1,E0,10.0,5,W0->W1,"[180.0, 150.0, 90.0]","[-90.0, 170.0, 110.0]",1,0.00433,2.2689,2.3025,0.2453,5.2,3554.33,0.00209,0.00276,"[[180.0, 150.0, 90.0], [180.0, 150.0, 100.0], [180.0, 160.0, 100.0], [180.0, 170.0, 100.0], [190.0, 170.0, 100.0], [200.0, 170.0, 100.0], [210.0, 170.0, 100.0], [220.0, 170.0, 100.0], [230.0, 170.0, 100.0], [240.0, 170.0, 100.0], [250.0, 170.0, 100.0], [260.0, 170.0, 100.0], [270.0, 170.0, 100.0], [270.0, 170.0, 110.0]]"
astar,L1,E0,10.0,5,W1->W2,"[-90.0, 170.0, 110.0]","[0.0, 90.0, 40.0]",1,0.00398,4.1888,4.2546,0.88,9.6,4655.4,0.00109,0.00229,"[[270.0, 170.0, 110.0], [270.0, 160.0, 110.0], [270.0, 150.0, 110.0], [270.0, 140.0, 110.0], [270.0, 130.0, 110.0], [270.0, 120.0, 110.0], [270.0, 110.0, 110.0], [270.0, 110.0, 100.0], [270.0, 110.0, 90.0], [270.0, 110.0, 80.0], [270.0, 110.0, 70.0], [270.0, 110.0, 60.0], [280.0, 110.0, 60.0], [280.0, 110.0, 50.0], [280.0, 110.0, 40.0], [290.0, 110.0, 40.0], [290.0, 100.0, 40.0], [290.0, 90.0, 40.0], [300.0, 90.0, 40.0], [310.0, 90.0, 40.0], [320.0, 90.0, 40.0], [330.0, 90.0, 40.0], [340.0, 90.0, 40.0], [350.0, 90.0, 40.0], [0.0, 90.0, 40.0]]"
astar,L1,E0,10.0,5,W2->W3,"[0.0, 90.0, 40.0]","[90.0, 120.0, 110.0]",1,0.00433,3.3161,3.3705,0.6351,7.6,4396.25,0.00109,0.00269,"[[0.0, 90.0, 40.0], [10.0, 90.0, 40.0], [20.0, 90.0, 40.0], [30.0, 90.0, 40.0], [30.0, 100.0, 40.0], [30.0, 110.0, 40.0], [30.0, 120.0, 40.0], [30.0, 120.0, 50.0], [40.0, 120.0, 50.0], [40.0, 120.0, 60.0], [40.0, 120.0, 70.0], [40.0, 120.0, 80.0], [40.0, 120.0, 90.0], [40.0, 120.0, 100.0], [40.0, 120.0, 110.0], [50.0, 120.0, 110.0], [60.0, 120.0, 110.0], [70.0, 120.0, 110.0], [80.0, 120.0, 110.0], [90.0, 120.0, 110.0]]"
astar,L1,E0,10.0,5,W3->W4,"[90.0, 120.0, 110.0]","[180.0, 150.0, 90.0]",1,0.00419,2.4435,2.4651,0.3759,5.6,2125.73,0.00295,0.00371,"[[90.0, 120.0, 110.0], [90.0, 120.0, 100.0], [90.0, 120.0, 90.0], [90.0, 130.0, 90.0], [90.0, 140.0, 90.0], [90.0, 150.0, 90.0], [100.0, 150.0, 90.0], [110.0, 150.0, 90.0], [120.0, 150.0, 90.0], [130.0, 150.0, 90.0], [140.0, 150.0, 90.0], [150.0, 150.0, 90.0], [160.0, 150.0, 90.0], [170.0, 150.0, 90.0], [180.0, 150.0, 90.0]]"
