algoritmo,metrica,entorno,resolucion_deg,repeticion,segmento,inicio_q,meta_q,exito,tiempo_planificacion_s,longitud_geometrica_rad,longitud_continua_rad,longitud_cartesiana_m,duracion_trayectoria_s,jerk_acumulado,manipulabilidad_min,manipulabilidad_mean,camino_grados
rrt,L1,E2,12.0,3,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",0,7.70048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,12.0,3,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00322,1.0793,1.0977,0.1911,4.4,757.36,0.0,0.00077,"[[0.0, 84.0, 0.0], [359.5, 89.66, 2.43], [358.17, 93.86, 5.5], [1.34, 96.52, 8.27], [3.27, 99.68, 11.78], [3.49, 106.75, 13.08], [2.73, 112.22, 15.45], [1.45, 115.61, 19.37], [4.23, 117.31, 23.49], [3.28, 123.52, 24.92], [1.58, 129.08, 26.25], [0.0, 132.0, 24.0]]"
rrt,L1,E2,12.0,3,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.08271,3.4765,3.5608,0.7254,12.8,3247.06,0.0,0.00181,"[[0.0, 132.0, 24.0], [2.23, 131.24, 29.6], [4.15, 128.68, 33.72], [5.4, 123.15, 35.53], [0.45, 122.93, 38.95], [357.56, 120.52, 42.25], [359.78, 114.18, 42.23], [2.17, 111.24, 45.5], [358.58, 106.26, 45.47], [355.02, 101.98, 46.22], [358.55, 101.79, 51.09], [355.79, 99.21, 54.35], [359.18, 97.08, 57.42], [1.99, 94.33, 60.46], [2.63, 91.11, 65.19], [7.91, 91.65, 67.96], [15.56, 92.29, 67.65], [21.31, 90.62, 66.48], [29.39, 90.44, 66.15], [35.53, 92.84, 66.2], [42.55, 92.68, 67.61], [43.13, 91.77, 60.5], [43.7, 90.85, 53.4], [44.74, 91.85, 46.83], [45.22, 90.69, 39.89], [45.82, 87.86, 34.73], [52.56, 87.8, 32.93], [54.87, 88.54, 27.38], [53.35, 87.53, 21.31], [51.82, 86.53, 15.25], [50.3, 85.52, 9.18], [53.31, 85.74, 3.82], [48.0, 84.0, 0.0]]"
rrt,L1,E2,12.0,3,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.02741,2.3843,2.4008,0.6834,7.6,1010.8,0.0,3e-05,"[[48.0, 84.0, 0.0], [56.59, 84.0, 0.0], [65.19, 84.0, 0.0], [73.78, 84.0, 0.0], [82.38, 84.0, 0.0], [90.97, 84.0, 0.0], [99.57, 84.0, 0.0], [103.95, 84.3, 356.08], [108.95, 82.15, 357.53], [117.05, 82.36, 357.81], [124.36, 82.3, 356.58], [132.23, 82.54, 357.07], [138.06, 80.1, 357.39], [143.06, 80.07, 353.84], [149.81, 80.79, 354.96], [156.56, 81.5, 356.09], [163.31, 82.22, 357.21], [170.06, 82.94, 358.34], [176.81, 83.66, 359.47], [180.0, 84.0, 0.0]]"
rrt,L1,E2,12.0,4,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.0246,2.5686,2.6225,0.7156,8.4,2639.06,0.0,1e-05,"[[180.0, 84.0, 0.0], [188.59, 84.0, 0.0], [191.94, 85.4, 3.85], [199.69, 85.3, 4.58], [201.74, 82.8, 0.53], [210.2, 82.89, 0.49], [213.57, 86.63, 359.01], [221.01, 86.29, 358.2], [229.23, 86.09, 358.36], [232.29, 84.93, 2.74], [240.5, 84.83, 2.46], [248.72, 84.73, 2.17], [256.94, 84.64, 1.89], [265.15, 84.54, 1.61], [273.37, 84.45, 1.33], [281.59, 84.35, 1.05], [289.8, 84.26, 0.76], [298.02, 84.16, 0.48], [301.27, 88.1, 359.07], [303.93, 85.64, 355.6], [308.84, 84.64, 358.28], [312.0, 84.0, 0.0]]"
rrt,L1,E2,12.0,4,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",0,5.23822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,12.0,4,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00308,1.1222,1.1537,0.1996,4.4,1638.83,0.0,0.00058,"[[0.0, 84.0, 0.0], [356.39, 87.67, 1.31], [359.48, 90.83, 3.65], [359.79, 96.59, 6.17], [358.13, 99.84, 9.85], [358.46, 105.58, 12.37], [357.03, 111.78, 11.42], [354.86, 115.07, 14.56], [354.19, 122.74, 14.81], [356.24, 126.02, 18.07], [357.38, 132.33, 19.21], [0.0, 132.0, 24.0]]"
rrt,L1,E2,12.0,4,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,3.10515,6.3071,6.4815,1.1349,22.4,6528.91,0.0,0.00221,"[[0.0, 132.0, 24.0], [1.41, 127.0, 26.18], [1.56, 125.5, 33.13], [1.49, 130.65, 36.5], [358.78, 132.31, 40.72], [358.19, 128.19, 44.6], [357.83, 123.86, 48.5], [357.97, 120.87, 53.97], [355.94, 118.2, 57.88], [357.87, 117.55, 63.89], [358.79, 114.43, 68.45], [356.45, 111.24, 71.51], [354.49, 107.59, 74.5], [354.55, 107.57, 83.02], [352.9, 104.76, 87.14], [352.85, 105.21, 95.24], [355.5, 102.65, 98.63], [0.31, 103.59, 101.48], [4.8, 106.24, 102.93], [12.92, 106.16, 103.33], [19.51, 105.02, 102.47], [22.8, 104.64, 97.54], [25.6, 109.74, 96.84], [33.56, 109.68, 96.27], [35.53, 103.43, 96.65], [36.86, 103.6, 89.55], [44.49, 103.68, 88.67], [46.87, 103.47, 82.67], [48.22, 102.73, 76.17], [49.08, 96.91, 74.25], [53.27, 93.43, 73.33], [61.21, 93.16, 72.94], [62.09, 92.16, 66.24], [70.47, 92.16, 66.45], [77.34, 92.2, 68.14], [83.89, 94.19, 68.19], [83.02, 94.22, 60.5], [84.56, 90.68, 56.98], [84.46, 96.02, 53.82], [84.58, 95.98, 45.39], [85.72, 96.91, 38.87], [85.6, 99.76, 33.24], [84.43, 103.21, 29.27], [84.03, 109.55, 27.42], [82.67, 109.5, 20.24], [82.03, 107.66, 14.12], [82.71, 112.13, 10.68], [79.18, 112.08, 5.67], [76.77, 112.01, 359.55], [76.84, 103.57, 359.46], [76.79, 99.02, 355.46], [76.37, 93.88, 352.43], [71.05, 92.03, 353.85], [65.73, 90.17, 355.27], [60.41, 88.32, 356.69], [55.09, 86.47, 358.11], [48.0, 84.0, 0.0]]"
rrt,L1,E2,12.0,4,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.02239,2.8648,2.9243,0.7451,10.4,1803.57,0.0,2e-05,"[[48.0, 84.0, 0.0], [51.66, 82.2, 3.13], [55.86, 81.59, 6.92], [59.49, 78.51, 8.8], [63.64, 78.83, 12.91], [66.06, 83.63, 14.29], [73.68, 83.66, 13.33], [81.29, 83.68, 12.38], [88.91, 83.71, 11.42], [96.52, 83.73, 10.47], [99.96, 86.09, 7.67], [101.77, 88.99, 3.78], [104.02, 86.2, 0.22], [112.35, 85.96, 0.19], [120.68, 85.72, 0.17], [129.0, 85.48, 0.15], [137.33, 85.23, 0.12], [141.59, 83.67, 2.9], [143.7, 82.81, 357.27], [148.05, 86.57, 356.78], [155.33, 85.98, 357.51], [162.61, 85.4, 358.25], [169.88, 84.81, 358.98], [172.42, 80.77, 356.97], [174.94, 77.58, 359.85], [178.68, 82.32, 359.96], [180.0, 84.0, 0.0]]"
rrt,L1,E2,12.0,5,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.01252,2.5353,2.5666,0.7143,8.0,1233.93,0.0,2e-05,"[[180.0, 84.0, 0.0], [185.93, 84.57, 357.91], [194.35, 84.54, 358.05], [202.47, 84.77, 357.81], [210.84, 84.71, 357.98], [211.39, 80.82, 2.13], [214.08, 78.06, 5.28], [217.23, 82.37, 6.42], [225.15, 82.5, 5.88], [233.07, 82.64, 5.34], [240.99, 82.78, 4.81], [248.92, 82.91, 4.27], [251.11, 80.41, 0.38], [259.18, 80.88, 0.33], [267.25, 81.36, 0.28], [275.31, 81.83, 0.23], [283.38, 82.31, 0.18], [291.45, 82.79, 0.13], [299.52, 83.26, 0.08], [307.59, 83.74, 0.03], [312.0, 84.0, 0.0]]"
rrt,L1,E2,12.0,5,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",1,4.46112,4.8996,4.9887,0.8444,18.0,3179.96,0.0,0.00201,"[[312.0, 84.0, 0.0], [312.09, 89.43, 3.08], [315.0, 93.16, 5.03], [314.12, 96.92, 8.98], [314.26, 100.83, 13.54], [316.77, 103.69, 16.76], [317.85, 107.79, 20.18], [313.94, 109.16, 23.49], [310.86, 113.29, 24.88], [305.77, 114.75, 26.92], [302.47, 117.1, 29.87], [301.39, 122.94, 31.54], [298.46, 124.98, 35.17], [299.65, 128.34, 39.21], [303.06, 131.08, 41.66], [305.51, 135.68, 43.2], [308.78, 138.73, 45.48], [309.92, 145.68, 44.98], [314.38, 149.23, 44.39], [319.28, 151.97, 43.44], [323.15, 155.79, 42.54], [322.31, 160.19, 45.89], [328.06, 161.24, 44.1], [335.22, 161.92, 43.34], [341.86, 160.1, 43.47], [349.98, 160.52, 43.53], [355.98, 159.43, 42.03], [358.19, 153.86, 42.84], [359.57, 147.54, 41.95], [359.33, 142.71, 38.42], [358.74, 142.16, 30.97], [357.42, 135.86, 31.95], [4.17, 135.5, 33.44], [4.76, 127.58, 33.52], [4.93, 119.45, 33.82], [5.93, 113.36, 35.32], [5.54, 107.11, 37.27], [5.14, 99.65, 38.01], [4.37, 94.16, 40.35], [2.75, 87.23, 40.38], [2.24, 86.63, 32.9], [1.73, 86.03, 25.41], [1.22, 85.43, 17.92], [0.71, 84.83, 10.44], [0.2, 84.24, 2.95], [0.0, 84.0, 0.0]]"
rrt,L1,E2,12.0,5,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.0037,1.3127,1.3457,0.2305,5.2,1432.53,0.0,0.00059,"[[0.0, 84.0, 0.0], [0.94, 88.16, 356.51], [0.13, 92.35, 352.9], [0.12, 97.15, 356.67], [0.37, 101.64, 0.53], [3.67, 104.87, 2.59], [359.93, 106.44, 5.88], [358.94, 108.65, 11.28], [357.27, 113.66, 13.19], [358.9, 113.88, 19.93], [2.38, 116.68, 22.24], [5.5, 119.93, 24.46], [2.88, 125.68, 24.24], [0.0, 132.0, 24.0]]"
rrt,L1,E2,12.0,5,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,1.2577,7.6171,7.8028,1.5185,28.8,6074.88,0.0,0.00216,"[[0.0, 132.0, 24.0], [0.09, 126.68, 27.18], [2.73, 124.58, 31.04], [359.82, 121.61, 33.75], [357.39, 118.91, 37.21], [356.21, 118.9, 44.62], [356.09, 114.46, 48.66], [359.51, 112.53, 51.89], [357.96, 107.47, 53.88], [354.18, 105.27, 56.49], [354.08, 103.64, 63.35], [356.73, 103.53, 69.18], [355.31, 106.89, 73.0], [359.43, 107.39, 76.97], [2.33, 112.92, 76.8], [358.64, 116.81, 77.82], [356.28, 121.43, 79.44], [354.29, 123.59, 83.88], [355.95, 126.44, 87.97], [359.51, 128.68, 90.77], [4.48, 127.21, 92.92], [10.62, 126.27, 94.43], [15.9, 126.04, 97.53], [23.49, 126.02, 98.5], [27.04, 125.27, 102.79], [27.47, 117.59, 103.28], [31.13, 117.08, 107.72], [35.06, 114.21, 109.51], [39.26, 111.49, 111.18], [42.98, 109.28, 113.84], [49.95, 108.3, 113.18], [56.22, 107.85, 111.31], [60.76, 106.82, 108.29], [60.67, 107.07, 100.04], [65.51, 104.0, 99.35], [72.66, 102.79, 99.12], [78.25, 103.61, 96.94], [81.28, 105.23, 92.99], [86.78, 102.81, 92.32], [87.37, 102.79, 84.34], [91.55, 102.15, 80.56], [91.75, 106.71, 76.73], [98.34, 107.74, 77.7], [101.49, 107.23, 72.76], [103.45, 102.49, 70.87], [104.62, 102.06, 63.87], [106.75, 101.99, 57.48], [110.32, 99.0, 55.44], [115.05, 98.58, 52.0], [116.94, 95.75, 48.13], [118.09, 93.91, 42.52], [117.82, 87.3, 40.81], [117.87, 81.09, 38.46], [120.93, 80.87, 33.15], [121.18, 81.0, 24.93], [119.99, 78.85, 19.68], [118.62, 76.43, 14.88], [119.62, 79.41, 10.27], [120.37, 84.83, 7.84], [117.18, 85.12, 2.73], [118.39, 90.52, 0.74], [111.36, 91.51, 1.31], [104.61, 90.75, 2.39], [97.94, 90.46, 4.03], [94.24, 92.22, 7.17], [86.74, 93.08, 6.94], [80.66, 91.65, 5.85], [74.58, 90.23, 4.76], [68.5, 88.8, 3.67], [62.42, 87.38, 2.58], [56.34, 85.96, 1.49], [50.26, 84.53, 0.41], [48.0, 84.0, 0.0]]"
rrt,L1,E2,12.0,5,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.03267,3.7176,3.8163,0.8413,14.4,3115.75,0.0,0.00025,"[[48.0, 84.0, 0.0], [50.06, 85.56, 355.03], [45.87, 85.46, 350.73], [50.06, 83.96, 347.82], [51.91, 77.33, 347.93], [56.57, 73.83, 347.5], [61.7, 71.66, 348.79], [64.11, 66.2, 348.06], [69.73, 65.01, 349.85], [74.4, 64.01, 352.78], [79.0, 67.78, 352.99], [80.96, 63.65, 350.48], [82.48, 61.85, 345.22], [87.66, 61.04, 342.61], [90.57, 59.57, 346.83], [91.7, 58.55, 353.29], [98.0, 60.37, 353.76], [105.81, 60.02, 353.34], [107.89, 66.45, 353.25], [114.32, 68.02, 353.85], [120.74, 69.58, 354.45], [127.17, 71.14, 355.05], [133.6, 72.71, 355.66], [136.27, 78.18, 356.12], [138.18, 83.05, 354.31], [141.88, 84.8, 351.16], [148.74, 84.65, 352.75], [151.98, 89.76, 353.0], [154.51, 92.54, 349.72], [156.43, 96.7, 352.23], [158.73, 98.39, 356.84], [159.88, 98.0, 3.89], [164.43, 94.83, 3.01], [168.98, 91.67, 2.13], [173.53, 88.5, 1.25], [178.08, 85.34, 0.37], [180.0, 84.0, 0.0]]"
rrt,L1,E2,15.0,1,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.02942,2.803,2.874,0.7549,9.2,3661.43,0.0,6e-05,"[[180.0, 90.0, 0.0], [187.73, 89.14, 0.0], [189.04, 83.72, 1.87], [191.86, 81.6, 358.22], [199.91, 81.17, 358.34], [201.51, 76.54, 355.97], [209.7, 76.43, 356.26], [217.9, 76.32, 356.55], [226.09, 76.21, 356.84], [234.28, 76.09, 357.14], [240.55, 78.28, 357.0], [245.21, 78.67, 353.46], [252.71, 78.28, 354.16], [258.0, 81.48, 354.26], [259.68, 81.79, 0.88], [267.22, 80.86, 0.76], [273.06, 80.64, 3.29], [275.71, 78.36, 6.95], [282.52, 77.77, 5.75], [289.33, 77.19, 4.54], [297.34, 77.44, 4.21], [299.86, 78.01, 358.7], [306.56, 76.68, 359.28], [315.0, 75.0, 0.0]]"
rrt,L1,E2,15.0,1,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",0,4.9652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,1,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00209,1.0744,1.0936,0.1821,4.0,1455.02,0.0,0.00086,"[[0.0, 90.0, 0.0], [358.29, 96.27, 0.62], [0.31, 101.14, 2.32], [0.27, 105.84, 6.17], [1.33, 107.0, 12.55], [2.93, 109.49, 17.05], [2.32, 114.79, 19.74], [359.6, 116.39, 24.01], [359.73, 122.78, 26.07], [1.56, 127.16, 28.46], [0.0, 135.0, 30.0]]"
rrt,L1,E2,15.0,1,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.95339,7.6947,7.8986,1.3995,29.2,7222.61,0.0,0.00248,"[[0.0, 135.0, 30.0], [359.5, 130.78, 33.88], [354.66, 128.61, 35.46], [353.8, 132.72, 39.09], [357.42, 135.59, 41.2], [356.84, 136.28, 48.54], [358.43, 135.35, 54.62], [0.7, 132.81, 58.4], [1.96, 136.45, 62.1], [3.46, 140.13, 65.51], [2.28, 144.6, 68.45], [359.67, 147.9, 71.14], [354.66, 149.63, 72.99], [354.53, 157.04, 74.05], [350.53, 159.62, 76.05], [352.6, 160.55, 81.64], [356.62, 163.48, 83.29], [355.84, 167.52, 87.07], [358.99, 170.75, 89.28], [2.81, 169.98, 93.29], [7.54, 169.68, 96.84], [12.2, 169.83, 100.63], [17.99, 167.11, 100.71], [24.31, 166.87, 98.67], [28.79, 165.48, 101.39], [34.33, 166.67, 99.52], [39.68, 164.12, 98.84], [42.83, 164.93, 94.21], [46.35, 166.7, 90.91], [47.21, 159.05, 90.82], [54.31, 157.68, 90.95], [61.32, 157.99, 92.22], [61.8, 158.64, 84.75], [67.39, 161.46, 84.57], [69.09, 156.86, 82.27], [72.25, 153.78, 79.92], [75.67, 149.66, 78.87], [80.16, 146.19, 78.23], [80.26, 145.94, 69.99], [81.83, 141.13, 67.77], [86.52, 137.75, 68.3], [89.72, 137.14, 63.51], [93.67, 137.39, 59.1], [95.99, 132.26, 57.95], [100.62, 131.4, 54.86], [103.42, 127.29, 53.17], [106.83, 123.99, 51.29], [108.31, 124.79, 44.99], [110.02, 125.29, 38.59], [112.01, 119.98, 37.29], [113.72, 115.4, 34.99], [113.69, 110.74, 31.09], [115.17, 108.23, 26.48], [115.89, 109.54, 19.91], [118.66, 109.7, 14.25], [119.5, 104.76, 11.44], [119.9, 99.81, 8.19], [115.07, 96.41, 7.83], [114.94, 91.18, 4.6], [113.52, 88.07, 0.53], [112.87, 84.11, 356.55], [111.84, 80.3, 352.79], [111.16, 72.69, 353.1], [104.62, 71.76, 354.23], [101.03, 70.61, 358.07], [95.64, 69.51, 0.18], [91.17, 67.81, 2.6], [88.12, 70.84, 0.08], [80.3, 71.6, 0.07], [72.47, 72.35, 0.05], [67.88, 72.99, 3.41], [60.93, 73.6, 2.38], [53.99, 74.21, 1.34], [45.0, 75.0, 0.0]]"
rrt,L1,E2,15.0,1,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",0,0.37289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,2,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.0194,2.7937,2.8481,0.7792,8.8,3085.37,0.0,3e-05,"[[180.0, 90.0, 0.0], [179.54, 85.32, 356.54], [177.03, 83.66, 0.96], [185.07, 83.16, 0.91], [191.21, 83.01, 358.6], [199.2, 82.5, 358.69], [200.45, 78.17, 1.7], [205.24, 76.7, 359.36], [209.53, 77.05, 3.31], [217.71, 76.89, 3.05], [225.89, 76.73, 2.79], [230.27, 77.52, 359.36], [238.55, 77.27, 359.42], [246.84, 77.03, 359.49], [255.12, 76.78, 359.55], [257.47, 73.77, 2.79], [265.5, 73.94, 2.4], [273.54, 74.12, 2.01], [281.57, 74.29, 1.62], [289.6, 74.46, 1.23], [297.64, 74.63, 0.84], [305.67, 74.8, 0.45], [315.0, 75.0, 0.0]]"
rrt,L1,E2,15.0,2,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",0,4.95982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,2,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00294,1.3112,1.3496,0.2777,5.2,1910.33,0.0,0.00085,"[[0.0, 90.0, 0.0], [356.02, 88.35, 2.96], [354.42, 91.86, 6.45], [355.09, 96.99, 9.25], [359.33, 97.27, 13.31], [3.43, 99.06, 16.02], [359.71, 101.75, 18.2], [4.11, 103.71, 20.43], [3.33, 109.69, 22.26], [5.73, 113.15, 24.98], [2.4, 116.61, 26.79], [358.33, 119.62, 28.31], [359.1, 126.67, 29.08], [0.0, 135.0, 30.0]]"
rrt,L1,E2,15.0,2,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,3.39532,7.5645,7.7582,1.4717,27.6,6730.37,0.0,0.00217,"[[0.0, 135.0, 30.0], [359.04, 130.58, 26.79], [1.87, 128.88, 30.86], [5.39, 126.6, 33.65], [5.37, 120.55, 36.18], [5.39, 117.74, 41.95], [3.84, 116.89, 48.14], [6.48, 114.29, 51.5], [6.46, 110.35, 56.13], [6.19, 107.18, 61.29], [0.66, 106.5, 63.67], [357.94, 101.64, 64.69], [354.69, 99.08, 67.47], [353.86, 98.27, 74.42], [353.25, 103.05, 77.64], [353.94, 104.55, 84.05], [357.52, 101.88, 86.39], [2.08, 99.72, 88.27], [5.87, 97.83, 91.18], [13.45, 98.79, 91.13], [16.63, 97.53, 95.29], [21.33, 98.66, 98.05], [28.63, 99.94, 98.07], [35.49, 99.89, 99.75], [39.34, 101.91, 102.46], [41.84, 104.79, 105.68], [44.3, 98.68, 105.66], [51.09, 98.47, 104.06], [58.62, 97.59, 104.24], [60.87, 102.5, 105.67], [63.01, 102.48, 99.23], [63.54, 105.66, 94.35], [70.93, 106.75, 94.24], [74.4, 102.37, 93.5], [77.85, 102.27, 88.45], [81.75, 99.53, 86.5], [89.27, 99.57, 85.47], [93.36, 98.43, 82.11], [93.96, 99.45, 75.14], [93.57, 105.93, 73.41], [93.84, 107.21, 66.36], [96.28, 110.17, 63.18], [95.73, 112.93, 57.89], [97.67, 115.59, 53.9], [97.78, 116.52, 46.34], [101.88, 117.72, 43.05], [107.22, 120.66, 43.38], [107.79, 119.77, 36.25], [107.13, 116.44, 31.64], [105.74, 109.26, 31.61], [104.05, 104.11, 29.87], [102.65, 98.3, 28.47], [103.38, 93.25, 25.67], [104.09, 91.79, 19.24], [105.98, 91.78, 12.55], [105.97, 87.46, 8.29], [105.97, 81.65, 5.51], [105.46, 80.28, 358.79], [103.83, 75.05, 357.06], [104.5, 71.74, 352.44], [103.78, 67.03, 349.28], [97.3, 66.93, 351.29], [90.64, 68.6, 351.56], [82.31, 68.48, 351.71], [81.11, 69.55, 358.03], [73.98, 70.63, 358.42], [66.85, 71.7, 358.81], [59.72, 72.78, 359.2], [52.59, 73.86, 359.59], [45.0, 75.0, 0.0]]"
rrt,L1,E2,15.0,2,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",0,0.37218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,3,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.03546,2.7805,2.8385,0.7521,9.2,2862.47,0.0,4e-05,"[[180.0, 90.0, 0.0], [187.73, 89.14, 0.0], [195.47, 88.28, 0.0], [203.2, 87.42, 0.0], [204.27, 83.02, 3.13], [212.08, 82.46, 2.91], [219.89, 81.89, 2.69], [221.29, 76.04, 4.03], [223.49, 72.27, 1.41], [226.03, 69.93, 5.13], [228.45, 68.48, 0.4], [234.02, 69.2, 358.09], [241.87, 69.76, 358.28], [248.0, 71.73, 358.77], [256.06, 72.12, 358.92], [259.7, 72.68, 3.31], [267.5, 73.01, 2.84], [275.3, 73.34, 2.38], [283.1, 73.66, 1.91], [290.9, 73.99, 1.44], [292.85, 77.66, 358.47], [300.07, 76.79, 358.97], [307.3, 75.92, 359.47], [315.0, 75.0, 0.0]]"
rrt,L1,E2,15.0,3,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",0,5.17937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,3,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00245,1.2232,1.2639,0.2293,4.8,2268.82,0.0,0.00076,"[[0.0, 90.0, 0.0], [358.21, 94.86, 358.06], [358.42, 99.53, 1.78], [355.82, 104.08, 3.23], [1.0, 104.91, 5.81], [3.21, 109.59, 7.53], [0.16, 111.75, 10.91], [0.12, 116.45, 14.77], [357.34, 120.03, 17.0], [358.61, 122.96, 21.4], [355.57, 123.37, 26.55], [357.84, 126.07, 30.18], [0.0, 135.0, 30.0]]"
rrt,L1,E2,15.0,3,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",0,5.02318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,3,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",0,0.36125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,4,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.01955,2.9931,3.0409,0.7445,10.8,1818.84,0.0,0.00037,"[[180.0, 90.0, 0.0], [177.48, 92.6, 356.52], [181.7, 95.52, 355.07], [185.88, 94.58, 351.6], [189.24, 92.37, 348.56], [190.06, 89.85, 343.32], [193.59, 84.88, 343.41], [193.91, 79.65, 340.36], [198.1, 75.82, 340.92], [204.57, 74.09, 340.52], [211.82, 74.15, 341.8], [219.08, 74.21, 343.08], [223.85, 71.37, 344.06], [229.67, 71.71, 341.62], [236.52, 71.98, 343.1], [243.38, 72.24, 344.57], [250.23, 72.51, 346.05], [257.08, 72.77, 347.53], [263.94, 73.03, 349.0], [270.79, 73.3, 350.48], [277.65, 73.56, 351.95], [281.23, 78.39, 351.78], [287.62, 77.75, 353.33], [290.61, 72.28, 353.19], [296.79, 72.97, 354.92], [302.97, 73.66, 356.64], [309.15, 74.35, 358.37], [315.0, 75.0, 0.0]]"
rrt,L1,E2,15.0,4,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",0,5.17038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,4,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00782,1.1829,1.212,0.2252,4.8,1211.95,0.0,0.00082,"[[0.0, 90.0, 0.0], [359.74, 94.37, 3.96], [356.45, 98.85, 3.13], [352.71, 101.74, 5.1], [353.67, 106.1, 8.37], [352.86, 113.88, 8.36], [356.78, 115.36, 11.55], [359.21, 118.24, 14.83], [359.42, 122.65, 18.81], [355.68, 123.63, 22.68], [353.99, 126.93, 26.29], [356.11, 131.57, 28.12], [0.0, 135.0, 30.0]]"
rrt,L1,E2,15.0,4,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",0,5.3085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,4,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",0,0.4165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L1,E2,15.0,5,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.03093,2.6414,2.6807,0.7385,8.4,1595.72,0.0,4e-05,"[[180.0, 90.0, 0.0], [183.15, 86.32, 358.24], [190.97, 85.65, 358.34], [192.63, 81.93, 355.13], [194.93, 77.64, 353.13], [196.68, 76.17, 358.5], [205.08, 76.09, 358.61], [213.49, 76.0, 358.72], [221.89, 75.92, 358.82], [230.3, 75.84, 358.93], [238.7, 75.75, 359.03], [241.75, 73.88, 2.71], [249.92, 74.01, 2.41], [258.09, 74.13, 2.1], [266.26, 74.26, 1.8], [270.73, 73.9, 358.05], [278.77, 74.1, 358.4], [285.71, 75.63, 358.27], [293.66, 75.46, 358.74], [301.62, 75.29, 359.21], [309.57, 75.12, 359.68], [315.0, 75.0, 0.0]]"
